University,Faculty Name,Title,Email,Phone,Profile URL,Notes
The College of New Jersey,Douglas Beavers,Jazz Ensemble and Jazz Trombone,,,https://artscomm.tcnj.edu/artscomm-faculty/douglas-beavers,Audio Recording and Production
The College of New Jersey,Robert Gale,Trombone and Euphonium,,,https://artscomm.tcnj.edu/artscomm-faculty/robert-gale,
